City_ID,City,Country,Max Temp,Description,Lat,Lng,Humidity,Cloudiness,Wind Speed,Date,Hotel Name
377,Leiyang,CN,79.16,overcast clouds,26.4024,112.8591,82,100,7.81,2022-07-20 21:44:43,
382,Sept-Iles,CA,79.32,scattered clouds,50.2001,-66.3821,42,40,18.41,2022-07-20 21:43:50,
384,Thongwa,MM,80.76,overcast clouds,16.7619,96.5278,93,100,4.38,2022-07-20 21:44:45,
385,Nioki,CD,77.38,broken clouds,-2.7167,17.6833,66,62,1.54,2022-07-20 21:44:46,
386,Cairns,AU,69.75,broken clouds,-16.9167,145.7667,85,75,8.05,2022-07-20 21:44:46,
387,Stejaru,RO,70.41,scattered clouds,44.7667,28.55,52,40,6.15,2022-07-20 21:44:46,
388,Maham,IN,80.78,overcast clouds,28.9833,76.3,82,98,7.18,2022-07-20 21:44:47,
390,Atasu,KZ,78.93,overcast clouds,48.6814,71.6433,41,96,5.86,2022-07-20 21:44:47,
391,Aleksandrov Gay,RU,69.8,scattered clouds,50.147,48.5704,42,40,7.16,2022-07-20 21:44:48,
392,Sydney Mines,CA,72.81,scattered clouds,46.2367,-60.2177,68,40,25.32,2022-07-20 21:44:48,
393,Budhlada,IN,80.38,overcast clouds,29.9333,75.5667,84,99,9.08,2022-07-20 21:44:48,
395,Mogadishu,SO,74.95,light rain,2.0371,45.3438,83,96,19.62,2022-07-20 21:44:49,
396,Maravilha,BR,67.62,clear sky,-26.7608,-53.1725,89,8,4.25,2022-07-20 21:44:49,
398,Westlock,CA,72.82,scattered clouds,54.1502,-113.8688,45,31,10.54,2022-07-20 21:44:50,
400,Samarkand,UZ,76.42,clear sky,39.6542,66.9597,53,0,9.22,2022-07-20 21:44:51,
406,Santiago Del Estero,AR,70.83,overcast clouds,-27.7951,-64.2615,47,99,7.23,2022-07-20 21:43:02,
407,Naze,JP,79.72,broken clouds,28.3667,129.4833,86,67,16.8,2022-07-20 21:44:52,
409,Chaiyaphum,TH,80.98,light rain,15.75,102.0,90,100,3.91,2022-07-20 21:44:53,
410,Deep River,CA,83.95,overcast clouds,46.1001,-77.4995,54,86,9.01,2022-07-20 21:44:53,
411,Hambantota,LK,77.34,few clouds,6.1241,81.1185,100,20,4.61,2022-07-20 21:44:54,
413,Palauig,PH,81.64,light rain,15.435,119.9045,76,99,4.83,2022-07-20 21:45:54,
414,Muskegon,US,84.06,scattered clouds,43.3,-86.1334,63,40,14.97,2022-07-20 21:44:42,
417,Sola,VU,81.27,broken clouds,-13.8833,167.55,83,75,0.0,2022-07-20 21:45:55,
418,Jalu,LY,79.03,clear sky,29.0331,21.5482,33,0,19.08,2022-07-20 21:45:56,
419,Aylesbury,GB,66.58,broken clouds,51.8167,-0.8146,88,84,1.01,2022-07-20 21:45:56,
421,Nieves,PH,78.31,overcast clouds,15.3274,120.9485,88,99,3.15,2022-07-20 21:45:57,
422,Poya,NC,74.12,overcast clouds,-21.35,165.15,90,100,5.68,2022-07-20 21:45:57,
423,Poum,NC,76.19,overcast clouds,-20.2333,164.0167,84,100,8.99,2022-07-20 21:42:09,
426,Axim,GH,73.31,broken clouds,4.8699,-2.2405,74,60,7.52,2022-07-20 21:45:58,
429,Farso,DK,71.26,scattered clouds,56.7728,9.3393,91,30,8.41,2022-07-20 21:45:59,
430,Sambava,MG,69.03,light rain,-14.2667,50.1667,83,42,13.35,2022-07-20 21:45:59,
432,Puerto Del Rosario,ES,76.75,clear sky,28.5004,-13.8627,73,9,6.91,2022-07-20 21:46:00,
433,Vila Franca Do Campo,PT,70.21,broken clouds,37.7167,-25.4333,84,53,1.77,2022-07-20 21:42:12,
435,Rudsar,IR,78.78,broken clouds,37.1376,50.288,87,55,6.26,2022-07-20 21:46:01,
436,Hasaki,JP,77.4,overcast clouds,35.7333,140.8333,79,99,7.49,2022-07-20 21:45:03,
437,Curaca,BR,75.72,overcast clouds,-8.9903,-39.9094,64,97,15.43,2022-07-20 21:46:01,
438,Awjilah,LY,78.73,clear sky,29.1081,21.2869,33,0,17.02,2022-07-20 21:46:02,
439,Balkhash,KZ,73.42,clear sky,46.844,74.9804,47,0,9.55,2022-07-20 21:46:02,
441,Ternate,ID,79.93,overcast clouds,0.8,127.4,81,100,2.44,2022-07-20 21:46:03,
444,Belmonte,BR,71.94,clear sky,-15.8631,-38.8828,80,4,8.77,2022-07-20 21:46:04,
445,Cayenne,GF,82.44,scattered clouds,4.9333,-52.3333,1,40,8.05,2022-07-20 21:46:05,
447,Noumea,NC,75.99,overcast clouds,-22.2763,166.4572,99,97,8.93,2022-07-20 21:46:06,
449,Merke,KZ,73.6,clear sky,42.8728,73.1786,24,0,4.41,2022-07-20 21:46:07,
450,Kudat,MY,77.29,few clouds,6.8837,116.8477,94,20,0.0,2022-07-20 21:46:08,
451,Inuvik,CA,66.96,broken clouds,68.3499,-133.7218,50,75,6.91,2022-07-20 21:46:08,
452,Srandakan,ID,75.85,overcast clouds,-7.9386,110.2506,83,100,5.66,2022-07-20 21:46:09,
453,North Bend,US,77.23,overcast clouds,43.4065,-124.2243,86,100,12.66,2022-07-20 21:44:42,
454,Vanimo,PG,76.42,overcast clouds,-2.6741,141.3028,88,100,3.49,2022-07-20 21:46:09,
456,Kassala,SD,73.74,overcast clouds,15.451,36.4,82,100,18.25,2022-07-20 21:46:10,
459,Ereymentau,KZ,65.43,light rain,51.6199,73.1033,83,97,10.89,2022-07-20 21:46:11,
460,Sorong,ID,76.89,overcast clouds,-0.8833,131.25,88,91,10.49,2022-07-20 21:47:11,
462,Sao Felix Do Xingu,BR,80.4,scattered clouds,-6.6447,-51.995,43,34,0.6,2022-07-20 21:47:12,
463,Dingle,PH,76.77,broken clouds,10.9995,122.6711,89,80,1.48,2022-07-20 21:42:15,
464,Faridpur,BD,79.92,overcast clouds,23.6,89.8333,89,100,6.69,2022-07-20 21:47:12,
465,Bathsheba,BB,84.81,scattered clouds,13.2167,-59.5167,95,40,16.11,2022-07-20 21:47:13,
471,Khandbari,NP,72.64,overcast clouds,27.3747,87.2039,89,100,0.58,2022-07-20 21:47:15,
472,Tahe,CN,65.12,overcast clouds,52.3333,124.7333,85,95,2.44,2022-07-20 21:47:15,
473,Korla,CN,66.92,clear sky,41.7597,86.1469,50,0,2.46,2022-07-20 21:47:16,
474,Catuday,PH,81.95,overcast clouds,16.2923,119.8062,77,100,6.62,2022-07-20 21:47:16,
476,Lakshmipur,BD,81.12,overcast clouds,22.95,90.8333,86,98,7.56,2022-07-20 21:47:17,
482,Awbari,LY,83.82,clear sky,26.5921,12.7805,20,0,5.59,2022-07-20 21:47:18,
483,Zalantun,CN,70.92,clear sky,48.0,122.7167,79,0,3.09,2022-07-20 21:47:19,
484,Lloret De Mar,ES,81.9,clear sky,41.6999,2.8457,71,0,5.01,2022-07-20 21:47:19,
488,Mentougou,CN,72.54,clear sky,39.9392,116.0917,79,5,1.97,2022-07-20 21:47:20,
489,Beyneu,KZ,82.96,overcast clouds,45.3167,55.2,33,88,14.79,2022-07-20 21:47:21,
490,Shelburne,CA,82.85,light rain,44.0787,-80.2041,55,100,20.36,2022-07-20 21:47:21,
491,Biak,ID,74.71,scattered clouds,-0.9131,122.8766,85,37,3.47,2022-07-20 21:47:22,
492,Boyolangu,ID,72.81,overcast clouds,-8.1181,111.8935,91,85,5.48,2022-07-20 21:47:22,
493,Kavaratti,IN,81.05,moderate rain,10.5669,72.642,79,100,19.33,2022-07-20 21:46:18,
494,Cabinda,AO,72.03,overcast clouds,-5.55,12.2,84,96,6.44,2022-07-20 21:47:22,
496,Pervomaysk,UA,67.15,broken clouds,48.0443,30.8507,66,72,8.88,2022-07-20 21:47:23,
498,Pitimbu,BR,73.99,overcast clouds,-7.4706,-34.8086,88,91,11.12,2022-07-20 21:47:23,
502,Fort Nelson,CA,74.79,scattered clouds,58.8053,-122.7002,33,40,2.3,2022-07-20 21:45:29,
503,Huarmey,PE,65.89,clear sky,-10.0681,-78.1522,75,0,10.49,2022-07-20 21:47:25,
505,Korhogo,CI,70.27,overcast clouds,9.45,-5.6333,95,98,4.92,2022-07-20 21:47:26,
507,Shimoda,JP,79.11,overcast clouds,34.6667,138.95,82,95,7.49,2022-07-20 21:47:26,
510,Bairiki,KI,80.6,light intensity shower rain,1.3292,172.9752,83,75,5.75,2022-07-20 21:43:35,
511,Kalemie,CD,71.04,clear sky,-5.9475,29.1947,53,0,1.34,2022-07-20 21:48:28,
513,Formosa Do Rio Preto,BR,73.47,clear sky,-11.0483,-45.1931,30,1,4.05,2022-07-20 21:48:28,
518,Pemangkat,ID,78.06,few clouds,1.1667,108.9667,88,15,4.21,2022-07-20 21:48:30,
519,Epe,NG,73.22,overcast clouds,6.5841,3.9834,80,85,6.02,2022-07-20 21:48:30,
521,Namatanai,PG,81.09,overcast clouds,-3.6667,152.4333,74,94,6.13,2022-07-20 21:48:31,
523,Gashua,NG,78.55,overcast clouds,12.871,11.0482,71,100,7.63,2022-07-20 21:48:32,
524,Sapele,NG,73.08,overcast clouds,5.8941,5.6767,82,92,3.49,2022-07-20 21:48:32,
525,Matara,LK,77.85,overcast clouds,5.9485,80.5353,87,91,14.14,2022-07-20 21:48:32,
527,Buala,SB,81.61,overcast clouds,-8.145,159.5921,77,100,6.8,2022-07-20 21:48:33,
530,Havre-Saint-Pierre,CA,75.56,overcast clouds,50.2334,-63.5986,60,100,11.5,2022-07-20 21:48:34,
531,Teseney,ER,72.34,overcast clouds,15.11,36.6575,84,100,16.6,2022-07-20 21:48:34,
537,Muli,MV,80.44,light rain,2.9167,73.5667,71,100,15.35,2022-07-20 21:48:37,
540,Zeya,RU,65.01,overcast clouds,53.75,127.2667,78,88,1.34,2022-07-20 21:48:38,
541,Tambilil,PH,78.22,broken clouds,5.9622,124.6697,83,56,3.51,2022-07-20 21:48:38,
542,Niono,ML,78.85,light rain,14.2526,-5.993,77,100,5.46,2022-07-20 21:48:38,
544,Durango,MX,84.0,broken clouds,24.8333,-104.8333,26,58,2.37,2022-07-20 21:48:26,
545,Gouyave,GD,79.57,scattered clouds,12.1646,-61.7296,83,40,8.05,2022-07-20 21:48:39,
547,Palu,ID,74.61,clear sky,-0.8917,119.8707,90,7,3.27,2022-07-20 21:48:40,
548,Soyo,AO,70.18,scattered clouds,-6.1349,12.3689,89,47,6.82,2022-07-20 21:48:40,
550,Calabozo,VE,82.09,broken clouds,8.9242,-67.4293,77,79,2.3,2022-07-20 21:48:41,
551,Margate,GB,68.88,scattered clouds,51.3813,1.3862,76,25,3.0,2022-07-20 21:48:41,
553,Shenjiamen,CN,78.49,broken clouds,29.9576,122.298,94,55,5.03,2022-07-20 21:48:42,
554,Yinchuan,CN,72.37,scattered clouds,38.4681,106.2731,48,30,3.31,2022-07-20 21:48:42,
556,Angoche,MZ,68.56,clear sky,-16.2325,39.9086,76,0,2.73,2022-07-20 21:49:43,
557,Emmen,NL,68.95,moderate rain,52.7792,6.9069,84,70,1.01,2022-07-20 21:46:22,
558,Dengzhou,CN,70.5,overcast clouds,37.8086,120.7508,87,96,6.71,2022-07-20 21:49:44,
560,Iwanai,JP,68.22,broken clouds,42.9744,140.5089,85,62,3.04,2022-07-20 21:49:45,
561,Xai-Xai,MZ,66.25,clear sky,-25.0519,33.6442,79,0,8.68,2022-07-20 21:49:45,
563,Garut,ID,66.52,scattered clouds,-7.2024,107.8878,95,49,4.27,2022-07-20 21:49:46,
564,Bignona,SN,77.04,heavy intensity rain,12.8103,-16.2264,95,100,7.9,2022-07-20 21:49:46,
