City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
540,Alasehir,38.3508,28.5172,67.19,64,0,4.29,TR,2022-07-12 22:48:26
541,Karpathos,35.507,27.2132,73.36,78,0,31.07,GR,2022-07-12 22:48:27
542,Qaqortoq,60.7167,-46.0333,44.04,82,15,4.68,GL,2022-07-12 22:48:27
543,Ostroh,50.3294,26.5143,54.18,92,100,27.58,UA,2022-07-12 22:48:27
544,San Clemente,33.427,-117.612,91.76,72,21,5.01,US,2022-07-12 22:46:25
545,Beira,-19.8436,34.8389,68.09,94,40,6.91,MZ,2022-07-12 22:48:28
546,Beloha,-25.1667,45.05,60.84,93,0,5.19,MG,2022-07-12 22:48:28
547,Rawson,-43.3002,-65.1023,45.28,50,30,17.94,AR,2022-07-12 22:48:29
548,Chervona Sloboda,49.3789,32.1464,57.94,63,16,14.47,UA,2022-07-12 22:48:29
549,Sarandi,-23.4436,-51.8739,62.15,67,0,3.44,BR,2022-07-12 22:48:29
550,Ust-Nera,64.5667,143.2,63.72,95,100,4.05,RU,2022-07-12 22:48:30
551,Kasamwa,-2.85,32.4333,64.02,61,36,9.04,TZ,2022-07-12 22:48:30
552,Minsk,53.9,27.5667,55.15,97,100,15.77,BY,2022-07-12 22:47:50
553,Faya,18.3851,42.4509,66.31,36,100,8.95,SA,2022-07-12 22:46:25
554,Luba,3.4568,8.5547,76.39,84,91,8.28,GQ,2022-07-12 22:48:31
555,Terrasini,38.146,13.0844,79.21,67,0,10.36,IT,2022-07-12 22:49:31
556,Ardakan,32.31,54.0175,80.8,11,0,10.09,IR,2022-07-12 22:49:32
557,Monroe,43.1501,-77.6831,76.59,82,75,5.75,US,2022-07-12 22:46:14
558,Bousso,10.4795,16.7117,71.49,88,100,6.24,TD,2022-07-12 22:49:32
559,Walvis Bay,-22.9575,14.5053,54.09,87,0,3.44,NA,2022-07-12 22:49:32
560,Sivaki,52.6333,126.75,69.12,86,88,10.11,RU,2022-07-12 22:49:33
561,Sainte-Suzanne,-20.9061,55.6089,68.18,78,75,12.66,RE,2022-07-12 22:49:33
562,Riyadh,24.6877,46.7219,91.54,11,99,9.37,SA,2022-07-12 22:46:44
563,Nanortalik,60.1432,-45.2371,42.66,88,25,9.46,GL,2022-07-12 22:49:34
564,Yeppoon,-23.1333,150.7333,55.18,63,0,9.66,AU,2022-07-12 22:49:34
565,Acari,-15.4311,-74.6158,64.09,77,62,6.15,PE,2022-07-12 22:49:35
566,Miraflores,19.2167,-98.8083,79.03,51,100,2.51,MX,2022-07-12 22:49:35
567,Hartford,41.7668,-72.7662,85.46,70,0,11.5,US,2022-07-12 22:45:11
